Word,E,P,A
LONELINESS,2.35,4.09,3.61
LONELY,2.67,4.37,3.33
LONER,3.5,3.94,5.45
LONESOME,3.35,3.45,4.28
LONGBOAT,5.35,3.72,5.38
LONGEVITY,6.57,4.75,5.89
LONGITUDE,4.76,2.91,5.04
LONGTIME,5.5,3.36,6.0
LOOK,5.95,3.76,5.88
LOOKER,6.05,4.88,6.17
LOOKOUT,4.43,4.32,6.0
LOOM,4.94,3.65,4.96
LOON,4.74,3.85,4.75
LOONY,4.48,4.04,4.2
LOOP,5.26,3.52,4.9
LOOPHOLE,4.84,4.71,5.35
LOOPY,4.67,4.25,4.16
LOOSE,4.52,4.3,5.53
LOOSEN,5.0,4.0,6.0
LOOT,4.43,5.15,5.62
LOP,4.8,4.55,5.08
LOPSIDED,4.19,4.42,3.95
LORD,5.59,3.81,5.75
LORDSHIP,5.2,4.42,5.41
LORE,6.42,4.5,5.58
LOSE,3.59,5.43,4.39
LOSER,2.85,3.94,4.53
LOSS,2.9,5.2,4.47
LOST,2.53,5.11,3.85
LOTION,5.52,3.55,5.75
LOTTERY,6.33,6.05,3.45
LOTTO,6.05,6.0,3.29
LOTUS,6.24,3.77,4.86
LOUDMOUTH,3.24,5.21,4.39
LOUDSPEAKER,4.67,4.3,4.62
LOUNGE,5.95,2.64,5.88
LOUSE,3.34,3.61,3.93
LOUSY,3.14,4.28,4.33
LOVABLE,8.26,5.41,6.83
LOVE,8.0,5.36,5.92
LOVED,7.65,5.59,6.68
LOVELESS,2.59,4.46,3.96
LOVELINESS,7.5,5.65,5.24
LOVELY,7.55,3.95,6.38
LOVEMAKING,7.95,6.14,6.22
LOVER,8.05,7.45,6.37
LOVESICK,3.63,5.81,3.8
LOW,4.39,2.21,3.11
LOWDOWN,3.74,4.0,4.87
LOWLIFE,2.68,4.29,3.4
LOWLY,4.0,3.95,3.57
LOX,4.74,3.86,5.68
LOYAL,7.31,3.65,6.8
LOYALTY,7.18,4.52,7.0
LUAU,6.05,4.59,6.33
LUBE,5.1,4.17,5.58
LUBRICANT,5.32,5.38,5.52
LUCID,5.35,4.78,5.27
LUCK,6.73,4.57,6.06
LUCKY,7.32,5.3,5.36
LUCRATIVE,6.81,5.15,6.11
LUDICROUS,3.95,4.78,4.79
LUG,4.58,3.45,4.96
LUGGAGE,5.19,3.75,5.42
LUKEWARM,4.5,2.61,5.76
LULL,4.05,3.76,5.41
LULLABY,7.57,3.79,6.05
LUMBAR,4.47,3.28,4.82
LUMBER,5.65,3.32,5.96
LUMBERJACK,5.79,3.81,5.75
LUMINOUS,6.29,3.73,5.85
LUMP,3.07,3.74,4.72
LUMPY,3.75,3.94,4.12
LUNACY,4.58,5.2,4.1
LUNAR,6.15,5.5,4.5
LUNATIC,3.47,5.64,3.29
LUNCH,6.64,3.57,6.44
LUNCHBOX,6.64,4.19,6.12
LUNCHEON,7.19,4.12,5.41
LUNCHTIME,7.26,4.95,6.7
LUNG,4.84,2.64,4.74
LUNGE,4.27,4.73,6.1
LURCH,3.9,4.09,4.38
LURE,4.65,4.48,5.44
LURK,3.48,4.43,5.0
LUSCIOUS,6.91,5.75,5.59
LUSH,6.48,4.24,5.79
LUST,6.26,6.44,4.64
LUSTFUL,5.53,6.6,5.04
LUSTY,5.8,5.59,4.84
LUXURIOUS,7.58,4.73,6.62
LUXURY,7.25,4.71,5.86
LYCRA,4.5,3.39,4.46
LYE,4.26,4.29,4.91
LYMPHOMA,2.6,4.59,2.38
LYNCHING,1.67,4.92,2.53
LYRIC,6.53,3.57,5.64
LYRICAL,6.84,3.81,5.76
LYRICS,6.42,4.95,5.8
MACADAMIA,6.33,3.8,5.37
MACARENA,6.52,4.24,5.26
MACARONI,7.75,5.09,6.27
MACE,4.14,5.43,4.76
MACH,5.35,3.95,5.24
MACHETE,4.13,6.18,4.7
MACHINE,5.0,4.39,4.8
MACHINERY,4.65,3.89,4.76
MACHO,4.84,3.96,4.94
MACKEREL,4.78,3.45,5.63
MACRO,5.2,3.85,5.45
MAD,2.47,5.59,4.9
MADAM,5.17,3.05,4.67
MADDEN,4.75,5.17,5.33
MADEMOISELLE,6.35,4.5,5.68
MADHOUSE,3.11,5.77,3.21
MADMAN,3.45,6.09,3.76
MADNESS,2.86,6.25,4.18
MAESTRO,6.14,3.7,6.24
MAFIA,3.11,7.05,3.65
MAGAZINE,6.24,4.2,7.05
MAGENTA,5.95,4.58,5.43
MAGGOT,2.0,5.6,3.55
MAGIC,7.17,6.05,5.33
MAGICAL,8.23,5.88,5.3
MAGICIAN,5.68,4.73,4.26
MAGISTRATE,4.71,3.68,4.7
MAGNA,5.09,4.63,4.9
MAGNESIUM,4.95,2.86,4.87
MAGNET,5.65,3.38,4.89
MAGNETIC,6.17,3.55,4.84
MAGNETISM,6.0,4.56,5.12
MAGNIFICATION,6.65,4.38,5.38
MAGNIFICENCE,7.47,3.95,6.93
MAGNIFICENT,6.95,4.52,6.05
MAGNIFY,4.86,4.41,6.3
MAGNIFYING,6.11,3.58,5.56
MAGNITUDE,5.1,5.11,5.09
MAGNOLIA,6.8,4.19,5.32
MAGPIE,5.5,3.08,4.3
MAHI_MAHI,5.52,5.16,5.86
MAHJONG,5.55,3.61,5.64
MAHOGANY,6.48,2.67,5.63
MAID,5.38,3.19,6.2
MAIDEN,5.65,4.05,5.68
MAIL,6.28,3.81,5.26
MAILBOX,6.05,2.29,5.03
MAILING,5.33,3.14,5.88
MAILMAN,5.32,3.32,4.82
MAIM,3.14,4.56,4.0
MAIN,5.27,4.1,6.79
MAINFRAME,5.0,3.95,5.59
MAINLAND,5.3,3.67,5.71
MAINSTREAM,4.55,3.38,5.48
MAINTAIN,6.29,2.75,5.89
MAINTENANCE,5.95,2.81,5.28
MAJESTIC,7.14,4.16,6.63
MAJESTY,6.86,4.7,7.21
MAJOR,5.52,4.24,5.28
MAJORITY,4.95,4.3,4.76
MAKE,6.09,3.67,6.22
MAKEOVER,5.76,5.13,5.5
MAKER,5.74,4.16,6.15
MAKESHIFT,5.32,4.79,5.1
MAKEUP,5.21,4.1,6.46
MALADY,3.86,4.48,4.37
MALARIA,2.34,5.07,3.32
MALARKEY,4.45,4.33,4.33
MALE,6.91,4.5,5.89
MALFUNCTION,2.68,4.62,2.92
MALICE,2.81,4.81,4.56
MALICIOUS,2.32,4.95,4.78
MALIGNANT,3.1,4.42,4.2
MALL,4.45,5.3,6.0
MALLET,4.7,3.95,6.24
MALNUTRITION,2.48,3.5,5.3
MALPRACTICE,2.74,5.26,4.3
MALT,6.14,3.75,5.91
MAMA,7.64,4.29,5.28
MAMBO,5.52,5.05,5.1
MAMMAL,5.95,3.81,6.0
MAMMOTH,5.84,4.09,5.23
MAMMY,5.1,3.82,4.7
MAN,5.42,4.36,5.44
MANAGE,4.71,3.52,5.88
MANAGEABLE,5.33,3.05,6.86
MANAGEMENT,4.95,3.24,4.7
MANAGER,4.82,4.15,7.16
MANAGERIAL,4.5,2.81,5.38
MANDARIN,6.15,3.91,5.56
MANDATE,3.76,4.32,4.0
MANDATORY,3.9,3.89,3.54
MANDIBLE,4.32,3.05,4.9
MANDOLIN,5.7,3.14,6.25
MANE,5.32,4.17,5.58
MANEUVER,4.63,4.33,5.88
MANGER,5.5,3.05,6.1
MANGLE,2.9,5.0,4.35
MANGO,6.57,3.05,5.76
MANGY,4.3,4.86,4.53
MANHOLE,4.8,4.09,5.59
MANHOOD,6.5,5.27,5.91
MANHUNT,3.61,6.33,4.09
MANIA,3.62,4.74,3.83
MANIAC,3.5,5.77,3.8
MANIACAL,3.3,6.0,4.1
MANIC,4.19,4.55,3.63
MANICURE,6.15,4.23,5.56
MANICURIST,5.57,4.17,5.19
MANIFEST,4.81,4.12,5.16
MANIFESTATION,4.38,4.21,5.5
MANIFESTO,4.05,4.59,5.12
MANIFOLD,4.8,3.22,4.91
MANIPULATE,3.21,4.76,5.74
MANIPULATION,2.84,4.86,5.39
MANIPULATIVE,2.9,4.44,3.67
MANKIND,6.59,4.89,5.14
MANLY,6.09,5.63,6.48
MANNED,5.14,4.47,5.71
MANNEQUIN,5.35,3.9,6.38
MANNER,5.86,3.52,5.45
MANOR,5.9,3.68,5.05
MANPOWER,6.0,4.32,5.92
MANSION,6.62,4.84,6.5
MANSIONS,6.21,4.95,5.8
MANSLAUGHTER,2.05,5.67,3.88
MANTEL,4.74,2.93,5.28
MANTIS,4.95,3.25,5.88
MANTLE,5.35,2.45,5.05
MANTRA,5.47,3.48,5.87
MANUAL,4.95,3.17,6.48
MANUFACTURE,5.0,4.41,5.45
MANUFACTURER,4.0,3.61,4.95
MANUFACTURING,5.0,4.5,5.67
MANURE,3.19,4.15,4.51
MANUSCRIPT,6.05,3.29,5.32
MAP,5.81,3.95,5.79
MAPLE,6.09,3.77,5.47
MAR,3.47,3.41,4.52
MARATHON,5.48,5.04,4.9
MARBLE,5.8,3.57,5.38
MARE,5.62,3.64,5.0
MARGARINE,4.85,3.14,5.96
MARGARITA,6.33,5.2,6.19
MARGIN,4.75,3.71,5.15
MARGINAL,4.6,3.57,5.47
MARIACHI,5.95,4.43,5.33
MARIJUANA,3.63,4.36,4.77
MARINARA,5.95,3.0,6.59
MARINE,5.95,3.44,5.14
MARINER,5.58,3.43,4.96
MARITAL,5.24,4.91,5.43
MARITIME,4.9,3.36,5.26
MARKER,5.8,4.05,5.48
MARKET,6.21,3.55,5.77
MARKETING,4.83,4.75,5.09
MARKETPLACE,6.25,4.32,5.81
MARKSMAN,5.05,4.59,5.37
MARKSMANSHIP,5.19,4.96,6.0
MARMALADE,5.95,3.95,5.15
MAROON,5.41,4.37,4.76
MAROONED,4.26,5.9,3.3
MARQUEE,6.0,4.21,5.64
MARQUIS,4.77,3.77,4.6
MARRIAGE,7.56,4.95,5.33
MARROW,4.29,3.65,4.12
MARRY,7.09,5.52,5.67
MARSHAL,4.62,4.08,5.79
MARSHMALLOW,6.84,4.7,5.58
MART,5.32,3.55,5.24
MARTIAL,5.4,4.23,4.59
MARTINI,6.14,5.9,5.33
MARTYR,4.24,4.52,3.79
MARVEL,5.84,4.77,5.21
MARVELOUS,7.21,3.77,6.21
MARZIPAN,5.4,3.91,5.23
MASCARA,4.79,4.55,6.27
MASCOT,5.5,4.11,5.65
MASCULINE,5.79,5.19,5.48
MASCULINITY,5.75,4.7,5.91
MASH,4.81,3.85,4.82
MASHED,4.61,4.15,4.24
MASK,4.81,3.26,5.1
MASKED,5.14,4.0,5.1
MASOCHIST,3.39,4.77,4.45
MASQUERADE,5.53,5.17,5.29
MASS,5.15,3.56,5.47
MASSACRE,1.77,6.68,3.33
MASSAGE,7.16,3.88,6.57
MASSES,4.41,4.11,4.54
MASSEUR,5.73,4.68,5.24
MASSEUSE,6.61,4.09,4.71
MASSIVE,5.18,5.79,5.71
MAST,4.85,3.71,5.32
MASTER,5.72,4.4,4.17
MASTERFUL,6.72,4.38,6.77
MASTERMIND,5.15,5.58,6.61
MASTERPIECE,7.14,4.7,6.0
MASTERY,6.55,5.68,7.25
MASTURBATE,5.65,6.42,6.46
MASTURBATION,5.89,6.3,5.92
MAT,5.0,2.86,5.3
MATADOR,5.0,4.35,4.89
MATCH,5.61,3.05,6.06
MATCHBOOK,5.05,3.65,6.22
MATCHING,6.3,3.0,5.79
MATCHMAKER,5.63,4.0,5.39
MATE,7.18,5.95,6.79
MATERIAL,5.71,3.74,5.48
MATERIALISM,3.52,3.52,4.89
MATERIALISTIC,3.79,4.04,4.6
MATERIALIZE,5.75,3.95,6.55
MATERNAL,6.7,4.38,6.32
MATERNITY,5.76,4.83,4.81
MATH,4.45,4.96,5.79
MATHEMATICAL,5.29,3.48,6.0
MATHEMATICIAN,5.24,3.57,4.81
MATHEMATICS,4.89,4.33,5.3
MATINEE,6.0,3.05,5.3
MATING,5.76,6.35,5.67
MATRIMONY,7.0,5.77,6.32
MATRIX,5.9,4.4,4.58
MATRON,4.79,3.59,5.68
MATTER,5.82,4.05,6.12
MATTRESS,5.74,3.45,6.17
MATURE,5.95,3.48,7.05
MATURITY,6.53,3.55,6.78
MAUDLIN,4.75,3.58,4.61
MAUSOLEUM,4.5,3.87,4.62
MAUVE,5.1,2.88,5.37
MAVERICK,6.63,4.55,5.25
MAXIM,5.74,4.1,5.64
MAXIMIZE,6.2,4.74,5.9
MAXIMUM,4.7,5.05,5.62
MAY,5.55,3.19,5.94
MAYDAY,4.42,4.27,4.25
MAYFLOWER,5.29,2.91,5.26
MAYHEM,3.59,5.95,3.9
MAYONNAISE,5.65,3.9,5.88
MAYOR,4.59,4.15,6.21
MAZE,5.84,4.83,4.56
MEADOW,7.3,2.62,6.15
MEAGER,3.35,4.63,4.46
MEAL,7.05,4.85,7.11
MEAN,2.43,4.81,4.17
MEANIE,3.17,4.85,4.48
MEANING,6.45,4.05,6.53
MEANINGFUL,6.79,3.78,6.29
MEANINGLESS,2.95,3.05,3.57
MEANNESS,3.09,5.19,5.09
MEANTIME,4.44,3.9,5.26
MEASLES,2.57,4.5,4.1
MEASURE,5.14,4.36,5.41
MEASUREMENT,5.11,3.09,5.18
MEASURING_CUP,5.75,3.62,6.47
MEASURING_TAPE,5.43,2.15,6.86
MEAT,6.62,4.3,5.58
MEATBALL,6.68,4.79,5.38
MEATHEAD,3.38,4.22,3.81
MEATLOAF,5.16,4.46,5.57
MECHANIC,5.45,4.45,5.15
MECHANICAL,5.67,5.4,5.0
MECHANICS,6.0,3.91,5.21
MECHANISM,4.9,3.64,5.42
MED,5.0,3.52,5.64
MEDAL,5.2,5.3,5.88
MEDALLION,5.85,3.25,5.52
MEDDLE,3.86,4.35,4.78
MEDIAL,4.65,3.55,4.96
MEDIAN,4.5,3.23,5.95
MEDIATION,5.5,2.85,5.77
MEDIC,5.2,3.55,5.46
MEDICAL,5.22,4.05,4.22
MEDICATE,4.15,4.14,5.88
MEDICATION,3.65,4.56,6.21
MEDICINAL,5.45,5.87,5.16
MEDICINE,5.9,4.0,5.35
MEDIEVAL,5.6,4.4,5.29
MEDIOCRE,4.43,3.0,4.16
MEDIOCRITY,3.71,3.55,3.67
MEDITATE,6.47,2.85,7.15
MEDITATION,7.21,2.5,7.35
MEDIUM,4.85,3.0,5.22
MEDLEY,6.6,4.48,5.95
MEEK,4.92,3.14,5.05
MEET,6.09,3.71,5.89
MEETING,4.55,3.71,5.47
MEGA,5.6,5.11,6.21
MELANCHOLY,3.74,4.13,3.96
MELLOW,6.68,2.81,7.0
MELODRAMA,4.25,4.83,4.58
MELODRAMATIC,4.21,5.79,4.57
MELODY,6.65,4.86,6.25
MELON,6.32,3.68,5.79
MELT,5.95,3.0,4.47
MELTDOWN,3.05,4.81,2.96
MEMBER,5.95,3.47,6.89
MEMBERSHIP,5.61,4.45,5.5
MEMBRANE,4.95,3.23,4.33
MEMENTO,6.8,4.04,5.29
MEMO,4.7,2.39,5.86
MEMORABILIA,6.55,3.77,6.05
MEMORABLE,6.54,4.83,6.32
MEMORANDUM,4.5,3.96,6.08
MEMORIAL,5.72,3.25,5.24
MEMORIES,7.0,4.19,6.11
MEMORIZE,5.7,3.9,5.65
MEMORY,6.58,4.08,5.75
MENACE,3.13,4.89,4.4
MENACING,3.14,4.76,4.15
MEND,6.53,3.76,5.83
MENIAL,3.8,3.85,5.32
MENINGITIS,2.55,5.41,3.43
MENOPAUSE,1.89,3.55,4.32
MENSTRUAL,2.79,4.3,3.37
MENTAL,4.58,3.68,5.48
MENTALITY,4.76,4.62,6.24
MENTHOL,4.9,2.9,5.45
MENTION,5.39,2.65,5.33
MENTOR,7.05,3.5,6.6
MENU,6.3,4.17,6.29
MEOW,6.14,3.42,5.75
MERCENARY,3.89,5.14,4.29
MERCHANDISE,5.21,3.78,4.76
MERCHANT,5.21,3.68,5.18
MERCIFUL,7.0,4.22,6.75
MERCILESS,3.05,5.05,5.05
MERCURY,5.67,4.8,3.96
MERCY,6.4,3.67,5.55
MERE,4.68,3.71,5.21
MERENGUE,6.47,3.45,5.13
MERGE,4.95,3.5,5.53
MERGER,4.09,4.22,4.63
MERINGUE,6.57,4.04,5.16
MERIT,6.94,3.16,5.88
MERMAID,7.05,5.58,4.33
MERRY,7.2,4.57,7.1
MESCALINE,5.0,4.65,4.6
MESH,5.25,3.11,5.18
MESS,3.5,4.7,2.89
MESSAGE,6.18,3.81,6.78
MESSENGER,5.65,4.57,5.65
MESSIAH,6.67,3.75,3.71
MESSY,3.0,4.61,4.83
METABOLIC,5.11,4.67,5.0
METABOLISM,5.4,4.17,4.36
METAL,5.05,3.48,6.54
METALLIC,5.26,4.32,5.17
METAMORPHOSIS,5.25,4.27,5.11
METAPHOR,6.11,4.14,5.36
METAPHYSICAL,5.48,4.0,5.37
METEOR,5.1,5.62,3.92
METEORITE,7.25,6.37,3.49
METER,5.53,3.25,5.25
METH,2.55,4.43,3.12
METHADONE,3.05,3.76,4.48
METHANE,3.48,3.73,4.37
METHOD,5.2,4.17,6.13
METHODICAL,5.11,3.76,5.43
METHODOLOGY,4.84,3.41,5.48
METICULOUS,5.14,4.8,5.36
METRIC,4.95,3.67,5.13
METROPOLIS,4.95,4.95,5.6
METROPOLITAN,5.84,4.91,5.42
MEW,6.05,4.62,5.56
MEZZANINE,5.32,3.77,5.11
MICRO,5.5,3.48,4.36
MICROCHIP,5.6,3.52,5.24
MICROFILM,5.53,3.5,5.33
MICROPHONE,5.11,4.19,5.35
MICROSCOPE,6.33,4.0,5.05
MICROSCOPIC,5.24,3.86,5.33
MICROWAVE,5.25,4.0,5.6
MID,5.21,2.8,5.33
MIDAIR,5.0,5.23,4.84
MIDDAY,5.37,3.63,4.9
MIDDLE,5.22,2.85,5.11
MIDDLEMAN,4.24,3.92,5.33
MIDDLEWEIGHT,4.1,4.04,4.0
MIDGET,4.58,4.0,3.7
MIDLIFE,4.71,3.09,5.26
MIDLINE,4.79,3.36,4.42
MIDNIGHT,6.18,4.05,6.26
MIDSHIPMAN,4.75,2.72,5.14
MIDST,5.25,2.62,5.08
MIDSUMMER,6.24,4.8,5.14
MIDTERM,4.14,4.82,4.28
MIDTOWN,5.83,4.2,5.54
MIDWIFE,5.65,3.14,5.96
MIGHTY,6.45,5.43,6.85
MIGNON,5.57,3.37,4.82
MIGRAINE,2.68,4.96,3.11
MIGRATE,4.57,3.33,5.55
MIGRATION,4.52,3.54,4.88
MIL,4.85,4.05,5.58
MILD,5.9,2.39,5.67
MILDEW,2.61,4.14,4.19
MILE,4.78,3.43,5.33
MILEAGE,5.9,2.95,5.64
MILESTONE,6.85,4.56,6.36
MILITANT,3.95,5.38,4.4
MILITARY,4.9,5.8,5.89
MILITIA,4.21,4.36,4.52
MILK,6.74,2.33,6.31
MILKMAN,5.75,2.73,5.54
MILKSHAKE,7.26,4.05,6.0
MILKY,5.0,3.7,5.37
MILL,5.39,2.21,4.76
MILLENNIUM,4.85,4.59,4.71
MILLIGRAM,5.28,3.1,4.12
MILLIMETER,4.86,3.62,5.75
MILLION,7.55,5.38,5.82
MILLIONAIRE,7.32,6.14,5.73
MILLIONTH,5.42,4.64,5.0
MILLSTONE,4.86,3.12,6.4
MIME,4.58,2.81,4.85
MIMIC,4.67,3.85,6.05
MINCE,5.23,4.14,5.68
MINCEMEAT,4.05,3.84,4.19
MIND,6.7,5.05,6.09
MINDFUL,6.7,6.0,6.76
MINDLESS,3.0,3.1,3.86
MINEFIELD,3.65,5.5,3.71
MINER,4.81,4.05,4.67
MINERAL,6.05,2.86,4.67
MINGLE,5.21,4.41,5.36
MINI,5.86,3.0,5.16
MINIATURE,6.11,3.95,4.39
MINIBUS,4.89,3.56,4.53
MINIMAL,4.62,3.41,4.67
MINIMIZE,5.16,4.19,5.45
MINIMUM,4.8,3.27,5.22
MINING,4.5,4.57,5.53
MINION,5.33,5.0,3.94
MINISTER,5.0,3.85,5.65
MINISTRY,5.08,3.85,4.5
MINIVAN,4.4,2.95,5.92
MINK,5.86,3.24,4.86
MINOR,4.81,3.26,4.79
MINORITY,4.75,3.1,4.88
MINT,6.55,4.9,6.62
MINTY,7.0,3.19,5.09
MINUTE,5.5,3.76,4.17
MINX,6.63,3.95,4.78
MIRACLE,7.3,5.52,5.26
MIRACULOUS,6.37,6.17,4.38
MIRAGE,4.47,3.8,4.21
MIRE,4.2,3.94,4.19
MIRROR,5.9,4.55,5.5
MISBEHAVE,3.79,4.28,4.65
MISCALCULATION,3.21,4.71,4.96
MISCARRIAGE,2.48,5.7,2.33
MISCELLANEOUS,5.38,4.0,5.11
MISCHIEF,4.78,5.77,4.97
MISCHIEVOUS,4.48,4.88,4.86
MISCONCEPTION,3.65,3.45,4.33
MISCONDUCT,3.55,4.59,5.16
MISDEMEANOR,2.76,5.24,3.95
MISDIRECTION,3.7,3.78,3.42
MISER,3.45,3.88,4.46
MISERABLE,2.6,5.06,3.86
MISERY,2.2,4.82,3.8
MISFIRE,2.63,4.64,3.0
MISFIT,4.19,5.09,4.52
MISFORTUNE,2.4,4.24,2.92
MISGUIDED,3.58,4.33,3.25
MISHAP,3.5,4.61,3.26
MISLEAD,3.2,5.1,4.2
MISLEADING,3.14,4.48,3.69
MISPLACE,3.15,4.83,4.14
MISREAD,3.59,3.79,3.33
MISS,4.1,3.9,5.12
MISSILE,2.85,5.67,4.2
MISSION,6.39,5.52,4.89
MISSIONARY,5.33,4.24,5.6
MISSY,5.4,3.39,4.82
MIST,6.47,3.05,4.7
MISTAKE,2.89,4.93,4.69
MISTER,5.56,3.2,4.83
MISTLETOE,7.1,4.77,6.57
MISTRESS,3.86,5.96,5.33
MISTRIAL,4.15,3.29,4.3
MISTRUST,2.0,5.09,4.45
MISTY,5.14,2.5,5.0
MISUNDERSTAND,4.05,5.09,3.5
MISUNDERSTANDING,2.86,4.52,3.83
MISUSE,3.25,4.48,4.9
MITE,3.9,4.68,5.19
MITER,4.53,3.05,4.4
MITIGATE,5.38,3.9,5.86
MITIGATING,4.47,3.85,4.7
MITT,5.48,2.75,5.0
MITTEN,5.6,2.33,5.91
MITZVAH,4.47,4.22,5.06
MIX,5.71,2.86,5.56
MIXER,4.9,4.17,5.18
MIXTURE,5.9,3.52,6.0
MNEMONIC,5.1,3.45,5.32
MOAN,4.05,5.52,6.04
MOAT,5.19,4.17,4.95
MOB,3.7,4.86,3.47
MOBILE,5.81,3.76,5.9
MOBILITY,5.53,4.7,7.11
MOBILIZE,5.95,4.56,6.18
MOBSTER,3.05,5.14,4.04
MOCHA,6.53,3.36,5.61
MOCK,3.81,4.95,5.17
MOCKERY,2.95,4.48,4.11
MOCKINGBIRD,6.37,4.62,5.48
MOD,5.57,3.65,4.81
MODE,5.25,3.43,6.1
MODEL,6.38,3.9,6.53
MODELING,5.67,3.92,4.65
MODEM,5.29,3.55,4.5
MODERATE,5.52,4.0,5.53
MODERATION,5.3,3.67,5.44
MODERN,6.05,5.4,5.31
MODEST,6.42,2.93,7.05
MODESTY,6.19,4.41,5.81
MODICUM,4.95,3.33,5.18
MODIFICATION,5.05,4.1,6.62
MODIFY,5.1,3.78,6.43
MODULE,4.9,4.33,5.41
MOGUL,5.42,3.48,5.11
MOIST,5.53,4.2,4.5
MOISTURE,5.5,4.39,4.14
MOISTURIZER,6.35,2.95,5.86
MOLAR,4.73,3.54,5.12
MOLASSES,5.9,3.09,5.71
MOLD,2.71,3.77,4.5
MOLDY,1.95,4.35,4.29
MOLE,4.23,3.81,5.32
MOLECULAR,5.5,3.52,5.14
MOLECULE,5.37,3.7,4.75
MOLEST,1.89,6.43,2.57
MOLESTER,1.48,5.0,3.22
MOLTEN,4.75,4.26,4.08
MOM,7.64,4.62,6.29
MOMENT,6.1,4.05,6.0
MOMENTARY,4.95,3.73,4.8
MOMENTOUS,6.35,4.9,5.95
MOMENTUM,6.1,4.14,5.16
MOMMA,7.45,3.45,5.11
MOMMY,7.39,3.7,4.89
MONARCH,4.33,3.41,3.78
MONARCHY,3.29,3.7,4.04
MONASTERY,4.75,2.5,4.59
MONETARY,6.32,4.46,5.62
MONEY,7.1,6.86,6.32
MONGOLOID,4.23,4.28,3.79
MONGOOSE,4.95,3.55,4.23
MONGREL,3.47,4.5,3.46
MONITOR,5.05,3.86,5.81
MONK,4.9,2.61,5.04
MONKEY,5.82,5.15,5.74
MONO,3.85,3.0,4.88
MONOGAMOUS,7.05,4.4,7.0
MONOGAMY,6.43,3.48,5.57
MONOGRAMMED,4.79,2.82,4.78
MONOLITH,5.24,3.57,4.32
MONOLOGUE,5.43,3.05,4.67
MONOPOLY,5.29,4.83,6.14
MONOTONOUS,3.05,2.68,4.55
MONOXIDE,3.0,4.55,4.85
MONSIEUR,5.5,3.3,5.89
MONSOON,2.85,4.5,3.09
MONSTER,2.55,5.55,5.0
MONSTROSITY,3.84,5.83,4.21
MONSTROUS,3.43,5.9,3.86
MONTAGE,5.48,4.85,5.76
MONTH,5.78,3.64,5.05
MONTHLY,5.32,3.5,4.67
MONUMENT,6.24,2.82,5.45
MONUMENTAL,5.74,5.24,6.06
MOO,5.48,3.95,5.18
MOOCH,3.71,5.8,5.2
MOOD,5.29,4.5,5.79
MOODY,3.71,5.0,4.26
MOON,7.0,3.43,6.11
MOONBEAM,7.17,4.52,4.82
MOONLIGHT,7.05,3.61,6.28
MOONLIT,7.24,3.96,6.05
MOONSHINE,5.5,4.67,4.95
MOONWALK,6.18,5.15,6.08
MOOR,4.95,3.95,5.28
MOOSE,6.71,4.85,4.97
MOOT,4.62,3.71,5.52
MOP,4.53,3.14,5.32
MOPE,3.27,3.26,4.76
MOPED,5.0,3.62,5.38
MORAL,6.85,3.73,6.31
MORALE,5.95,4.1,6.23
MORALITY,6.48,4.76,6.5
MORAY,4.74,4.45,5.24
MORBID,2.73,5.29,4.49
MORES,5.17,2.6,4.44
MORGUE,1.79,3.48,3.32
MORN,3.62,3.0,4.3
MORNING,6.41,3.95,6.35
MORON,4.3,4.5,4.55
MORONIC,3.25,3.81,3.2
MORPH,5.5,5.19,4.65
MORPHINE,4.58,5.14,4.57
MORSEL,5.3,3.41,5.52
MORTAL,4.39,3.55,3.88
MORTALITY,5.15,6.9,3.58
MORTAR,4.14,4.37,4.94
MORTGAGE,3.45,4.43,3.74
MORTICIAN,3.56,3.33,3.59
MORTUARY,2.21,3.59,3.91
MOSAIC,6.33,3.7,5.19
MOSEY,5.85,4.5,5.36
MOSQUE,4.11,3.0,4.04
MOSQUITO,3.12,5.17,3.88
MOTEL,5.3,3.55,4.52
MOTH,4.47,2.55,4.6
MOTHER,7.53,4.73,6.11
MOTHERFUCKER,1.61,7.33,2.56
MOTHERFUCKING,3.95,5.92,4.16
MOTHERHOOD,6.8,5.52,6.0
MOTHERLAND,5.8,4.22,5.76
MOTHERLESS,1.9,4.52,4.23
MOTHERLY,7.67,3.74,5.08
MOTIF,5.27,4.24,6.42
MOTION,5.8,4.71,6.15
MOTIVATE,6.05,5.09,7.22
MOTIVATION,6.24,4.73,6.35
MOTIVATIONAL,6.76,6.37,7.14
MOTIVE,5.32,4.86,6.2
MOTLEY,4.89,2.95,4.52
MOTOR,5.64,5.42,5.5
MOTORBIKE,5.95,5.68,5.58
MOTORBOAT,6.2,4.22,5.18
MOTORCADE,4.64,4.67,4.81
MOTORCAR,5.7,3.95,6.03
MOTORCYCLE,5.8,5.8,5.55
MOTORIST,5.47,4.24,5.83
MOTTO,5.95,3.86,6.3
MOULD,3.57,3.35,5.28
MOUND,5.43,3.63,5.5
MOUNT,5.38,4.09,5.63
MOUNTAIN,6.65,4.12,6.18
MOUNTAIN_DEW,5.47,5.05,5.74
MOUNTAINTOP,6.5,4.28,5.46
MOURN,2.4,4.95,4.08
MOURNFUL,3.32,2.78,3.59
MOURNING,1.71,3.9,3.64
MOUSE,4.8,3.38,4.29
MOUSETRAP,4.82,4.05,5.5
MOUSSE,6.0,3.19,6.04
